,total_degree,in_degree,internal_edges,out_degree,external_edges
10796,1558,313,389685,1245,0
10827,105,15,1350,90,0
10839,1541,306,377910,1235,0
10857,620,121,60379,499,0
10866,252,45,9315,207,0
10877,34,7,189,27,0
10881,1552,299,374647,1253,0
10896,552,113,49607,439,0
10897,346,76,20520,270,0
10902,463,83,31540,380,0
10929,198,43,6665,155,0
10935,155,27,3456,128,0
10938,793,158,100330,635,0
10941,836,151,103435,685,0
10958,365,74,21534,291,0
10960,144,29,3335,115,0
10991,539,101,44238,438,0
11006,273,58,12470,215,0
11017,58,12,552,46,0
11019,1552,299,374647,1253,0
11046,121,27,2538,94,0
11053,568,114,51756,454,0
11124,282,50,11600,232,0
11133,552,113,49607,439,0
11134,865,167,116566,698,0
11136,1558,313,389685,1245,0
11142,385,71,22294,314,0
11145,534,102,44064,432,0
11153,365,74,21534,291,0
11160,1342,282,298920,1060,0
11178,49,8,328,41,0
11183,539,101,44238,438,0
11190,443,85,30430,358,0
11199,1552,299,374647,1253,0
11204,1558,313,389685,1245,0
11209,976,180,143280,796,0
11224,106,19,1653,87,0
11226,1331,255,274380,1076,0
11246,865,167,116566,698,0
11265,1876,359,544603,1517,0
11315,771,137,86858,634,0
11334,61,11,550,50,0
11344,819,152,101384,667,0
11348,572,130,57460,442,0
11384,714,137,79049,577,0
11388,700,128,73216,572,0
11391,548,102,45492,446,0
11423,821,171,111150,650,0
11425,771,137,86858,634,0
11432,401,77,24948,324,0
11444,976,180,143280,796,0
11454,315,56,14504,259,0
11457,1411,281,317530,1130,0
11460,1181,246,230010,935,0
11474,144,29,3335,115,0
11531,495,87,35496,408,0
11536,1583,310,394630,1273,0
11538,273,58,12470,215,0
11540,714,137,79049,577,0
11541,443,85,30430,358,0
11546,497,97,38800,400,0
11547,950,193,146101,757,0
11551,641,131,66810,510,0
11562,2102,402,683400,1700,0
11571,971,184,144808,787,0
11574,821,171,111150,650,0
11588,1262,259,259777,1003,0
11623,1541,306,377910,1235,0
11633,1296,252,263088,1044,0
11658,572,130,57460,442,0
11662,976,180,143280,796,0
11694,1181,246,230010,935,0
11698,1204,251,239203,953,0
11699,1934,345,548205,1589,0
11705,70,15,825,55,0
11729,950,193,146101,757,0
11731,950,193,146101,757,0
11733,568,114,51756,454,0
11735,1262,259,259777,1003,0
11739,535,94,41454,441,0
11740,836,151,103435,685,0
11751,821,171,111150,650,0
11758,1331,255,274380,1076,0
11775,620,121,60379,499,0
11796,1411,281,317530,1130,0
11800,1829,353,521028,1476,0
11809,535,94,41454,441,0
11816,107,18,1602,89,0
11819,1558,313,389685,1245,0
11826,337,74,19462,263,0
11860,534,102,44064,432,0
11862,1342,282,298920,1060,0
11865,1829,353,521028,1476,0
11869,58,12,552,46,0
11877,194,39,6045,155,0
11883,160,32,4096,128,0
11902,865,167,116566,698,0
11907,1657,315,422730,1342,0
11910,121,27,2538,94,0
11912,950,193,146101,757,0
11922,122,22,2200,100,0
11957,1331,255,274380,1076,0
11963,865,167,116566,698,0
11965,323,55,14740,268,0
11983,1342,282,298920,1060,0
11999,595,120,57000,475,0
12001,379,65,20410,314,0
12002,793,158,100330,635,0
12009,193,39,6006,154,0
12012,1876,359,544603,1517,0
12013,1541,306,377910,1235,0
12030,1204,251,239203,953,0
12045,282,50,11600,232,0
12049,1876,359,544603,1517,0
12054,198,43,6665,155,0
12057,950,193,146101,757,0
12059,40,9,279,31,0
12073,595,120,57000,475,0
12078,1657,315,422730,1342,0
12085,61,11,550,50,0
12094,1262,259,259777,1003,0
12097,548,102,45492,446,0
12098,950,193,146101,757,0
12115,595,121,57354,474,0
12118,379,65,20410,314,0
12125,164,34,4420,130,0
12126,495,87,35496,408,0
12131,305,70,16450,235,0
12138,1583,310,394630,1273,0
12163,767,144,89712,623,0
12174,1541,306,377910,1235,0
12185,379,65,20410,314,0
12195,1025,201,165624,824,0
12217,1583,310,394630,1273,0
12218,1204,251,239203,953,0
12226,122,25,2425,97,0
12242,641,131,66810,510,0
12251,1411,281,317530,1130,0
12256,535,94,41454,441,0
12260,1025,201,165624,824,0
12288,1657,315,422730,1342,0
12295,1296,252,263088,1044,0
12304,700,128,73216,572,0
12327,1411,281,317530,1130,0
12328,2102,402,683400,1700,0
12338,572,130,57460,442,0
12340,793,158,100330,635,0
12355,137,25,2800,112,0
12361,1876,359,544603,1517,0
12366,58,15,645,43,0
12367,1204,251,239203,953,0
12368,61,14,658,47,0
12375,1411,281,317530,1130,0
12381,52,10,420,42,0
12386,105,16,1424,89,0
12387,836,151,103435,685,0
12388,714,137,79049,577,0
12420,85,18,1206,67,0
12421,539,101,44238,438,0
12437,1411,281,317530,1130,0
12440,35,5,150,30,0
12447,1342,282,298920,1060,0
12460,18,3,45,15,0
12462,700,128,73216,572,0
12473,660,133,69928,527,0
12488,35,9,234,26,0
12509,1296,252,263088,1044,0
12511,836,151,103435,685,0
12514,495,87,35496,408,0
12533,1342,282,298920,1060,0
12537,971,184,144808,787,0
12549,793,158,100330,635,0
12567,660,133,69928,527,0
12584,641,131,66810,510,0
12598,771,137,86858,634,0
12600,571,114,52098,457,0
12634,548,102,45492,446,0
12652,1876,359,544603,1517,0
12657,146,34,3808,112,0
12663,1262,259,259777,1003,0
12678,778,163,100245,615,0
12681,1934,345,548205,1589,0
12695,77,18,1062,59,0
12722,52,10,420,42,0
12723,2102,402,683400,1700,0
12727,410,76,25384,334,0
12735,568,114,51756,454,0
12737,551,102,45798,449,0
12758,932,168,128352,764,0
12759,1934,345,548205,1589,0
12788,1342,282,298920,1060,0
12790,1829,353,521028,1476,0
12791,767,144,89712,623,0
12805,77,19,1102,58,0
12807,971,184,144808,787,0
12821,193,39,6006,154,0
12828,1657,315,422730,1342,0
12837,264,56,11648,208,0
12843,2102,402,683400,1700,0
12847,1342,282,298920,1060,0
12851,534,102,44064,432,0
12855,495,87,35496,408,0
12856,2102,402,683400,1700,0
12868,135,30,3150,105,0
12877,122,22,2200,100,0
12903,55,11,484,44,0
12905,1934,345,548205,1589,0
12916,1934,345,548205,1589,0
12945,1280,232,243136,1048,0
12957,1078,198,174240,880,0
12965,535,94,41454,441,0
12979,771,137,86858,634,0
12985,105,22,1826,83,0
12992,1078,198,174240,880,0
13001,186,35,5285,151,0
13003,1411,281,317530,1130,0
13005,1078,198,174240,880,0
13006,1829,353,521028,1476,0
13010,1262,259,259777,1003,0
13014,971,184,144808,787,0
13016,11,4,28,7,0
13021,495,87,35496,408,0
13037,1204,251,239203,953,0
13038,2102,402,683400,1700,0
13094,365,74,21534,291,0
13109,1829,353,521028,1476,0
13120,23,6,102,17,0
13121,976,180,143280,796,0
13146,365,74,21534,291,0
13158,714,137,79049,577,0
13159,1296,252,263088,1044,0
13168,1541,306,377910,1235,0
13179,119,25,2350,94,0
13182,2102,402,683400,1700,0
13189,1342,282,298920,1060,0
13209,1078,198,174240,880,0
13216,793,158,100330,635,0
13236,1657,315,422730,1342,0
13247,535,94,41454,441,0
13251,227,44,8052,183,0
13278,110,18,1656,92,0
13294,1296,252,263088,1044,0
13302,1558,313,389685,1245,0
13303,1181,246,230010,935,0
13340,1583,310,394630,1273,0
13343,568,114,51756,454,0
13362,1204,251,239203,953,0
13391,145,23,2806,122,0
13394,932,168,128352,764,0
13396,1262,259,259777,1003,0
13419,55,11,484,44,0
13420,1181,246,230010,935,0
13425,1280,232,243136,1048,0
13430,1558,313,389685,1245,0
13437,88,17,1207,71,0
13442,1552,299,374647,1253,0
13459,539,101,44238,438,0
13462,568,114,51756,454,0
13471,767,144,89712,623,0
13486,360,66,19404,294,0
13492,865,167,116566,698,0
13499,1657,315,422730,1342,0
13542,836,151,103435,685,0
13544,89,15,1110,74,0
13605,401,77,24948,324,0
13616,37,11,286,26,0
13634,401,77,24948,324,0
13642,77,17,1020,60,0
13649,1331,255,274380,1076,0
13653,1657,315,422730,1342,0
13667,552,113,49607,439,0
13673,1552,299,374647,1253,0
13683,700,128,73216,572,0
13729,836,151,103435,685,0
13737,1829,353,521028,1476,0
13747,1181,246,230010,935,0
13752,1583,310,394630,1273,0
13787,641,131,66810,510,0
13800,194,39,6045,155,0
13815,198,43,6665,155,0
13818,620,121,60379,499,0
13826,641,131,66810,510,0
13842,976,180,143280,796,0
13848,819,152,101384,667,0
13851,2102,402,683400,1700,0
13873,778,163,100245,615,0
13874,156,34,4148,122,0
13880,660,133,69928,527,0
13884,65,13,676,52,0
13886,185,36,5364,149,0
13888,1583,310,394630,1273,0
13889,324,67,17219,257,0
13899,552,113,49607,439,0
13907,821,143,96954,678,0
13915,40,9,279,31,0
13917,131,25,2650,106,0
13926,767,144,89712,623,0
13927,61,9,468,52,0
13929,1280,232,243136,1048,0
13953,1558,313,389685,1245,0
13959,568,114,51756,454,0
13975,1280,232,243136,1048,0
13979,21,6,90,15,0
13982,62,16,736,46,0
13993,1558,313,389685,1245,0
14004,21,3,54,18,0
14009,1078,198,174240,880,0
14042,1876,359,544603,1517,0
14073,1331,255,274380,1076,0
14076,976,180,143280,796,0
14080,9,1,8,8,0
14081,1934,345,548205,1589,0
14099,1331,255,274380,1076,0
14113,194,39,6045,155,0
14115,552,113,49607,439,0
14123,1342,282,298920,1060,0
14140,2102,402,683400,1700,0
14145,1280,232,243136,1048,0
14151,641,131,66810,510,0
14194,1934,345,548205,1589,0
14208,950,193,146101,757,0
14222,620,121,60379,499,0
14255,107,19,1672,88,0
14258,1204,251,239203,953,0
14270,1934,345,548205,1589,0
14277,1280,232,243136,1048,0
14307,21,6,90,15,0
14322,1331,255,274380,1076,0
14333,1331,255,274380,1076,0
14354,401,77,24948,324,0
14372,34,7,189,27,0
14374,305,70,16450,235,0
14394,641,131,66810,510,0
14396,1876,359,544603,1517,0
14398,1583,310,394630,1273,0
14412,61,13,624,48,0
14413,1342,282,298920,1060,0
14418,1025,201,165624,824,0
14423,1078,198,174240,880,0
14425,75,19,1064,56,0
14430,1204,251,239203,953,0
14436,50,8,336,42,0
14443,1262,259,259777,1003,0
14452,641,131,66810,510,0
14464,1204,251,239203,953,0
14493,47,8,312,39,0
14499,1657,315,422730,1342,0
14501,641,131,66810,510,0
14503,976,180,143280,796,0
14557,971,184,144808,787,0
14564,1296,252,263088,1044,0
14566,1331,255,274380,1076,0
14572,1078,198,174240,880,0
14577,1025,201,165624,824,0
14587,252,45,9315,207,0
14596,135,30,3150,105,0
14607,1552,299,374647,1253,0
14625,571,114,52098,457,0
14627,1657,315,422730,1342,0
14634,1331,255,274380,1076,0
14649,1296,252,263088,1044,0
14653,1934,345,548205,1589,0
14679,821,143,96954,678,0
14681,1876,359,544603,1517,0
14687,660,133,69928,527,0
14696,1541,306,377910,1235,0
14700,620,121,60379,499,0
14704,1829,353,521028,1476,0
14719,767,144,89712,623,0
14726,1025,201,165624,824,0
14731,19,3,48,16,0
14767,107,18,1602,89,0
14782,282,50,11600,232,0
14790,1411,281,317530,1130,0
14804,767,144,89712,623,0
14827,145,23,2806,122,0
14832,1934,345,548205,1589,0
14842,1876,359,544603,1517,0
14850,1411,281,317530,1130,0
14854,595,121,57354,474,0
14863,18,5,65,13,0
14871,1331,255,274380,1076,0
14872,72,17,935,55,0
14883,236,50,9300,186,0
14892,1829,353,521028,1476,0
14899,539,101,44238,438,0
14918,1078,198,174240,880,0
14928,1657,315,422730,1342,0
14936,346,76,20520,270,0
14980,1657,315,422730,1342,0
14990,497,97,38800,400,0
14992,1204,251,239203,953,0
15008,385,71,22294,314,0
15017,821,171,111150,650,0
15030,821,143,96954,678,0
15056,366,70,20720,296,0
15064,821,171,111150,650,0
15066,146,34,3808,112,0
15074,1558,313,389685,1245,0
15101,534,102,44064,432,0
15107,516,103,42539,413,0
15109,1934,345,548205,1589,0
15123,819,152,101384,667,0
15132,160,29,3799,131,0
15145,160,32,4096,128,0
15157,767,144,89712,623,0
15164,323,55,14740,268,0
15167,68,12,672,56,0
15170,2102,402,683400,1700,0
15212,2102,402,683400,1700,0
15232,121,27,2538,94,0
15251,1411,281,317530,1130,0
15255,778,163,100245,615,0
15273,641,131,66810,510,0
15294,535,94,41454,441,0
15302,714,137,79049,577,0
15315,186,35,5285,151,0
15318,443,85,30430,358,0
15329,1829,353,521028,1476,0
15339,324,67,17219,257,0
15343,548,102,45492,446,0
15354,971,184,144808,787,0
15375,534,102,44064,432,0
15396,122,20,2040,102,0
15411,405,82,26486,323,0
15428,1541,306,377910,1235,0
15473,865,167,116566,698,0
15514,395,72,23256,323,0
15515,1876,359,544603,1517,0
15540,1181,246,230010,935,0
15565,971,184,144808,787,0
15572,641,131,66810,510,0
15577,865,167,116566,698,0
15589,305,70,16450,235,0
15624,2102,402,683400,1700,0
15632,836,151,103435,685,0
15634,1296,252,263088,1044,0
15640,443,85,30430,358,0
15642,415,75,25500,340,0
15650,1262,259,259777,1003,0
15658,193,39,6006,154,0
15667,836,151,103435,685,0
15696,31,9,198,22,0
15703,2102,402,683400,1700,0
15705,8,1,7,7,0
15709,1262,259,259777,1003,0
15728,620,121,60379,499,0
15729,194,39,6045,155,0
15743,1204,251,239203,953,0
15761,1342,282,298920,1060,0
15771,932,168,128352,764,0
15821,200,40,6400,160,0
15853,1552,299,374647,1253,0
15858,641,131,66810,510,0
15866,1342,282,298920,1060,0
15874,155,27,3456,128,0
15889,315,56,14504,259,0
15897,315,56,14504,259,0
15903,714,137,79049,577,0
15917,539,101,44238,438,0
15921,572,130,57460,442,0
15927,2102,402,683400,1700,0
15937,148,24,2976,124,0
15947,1583,310,394630,1273,0
15970,1411,281,317530,1130,0
15972,1876,359,544603,1517,0
15974,1552,299,374647,1253,0
15976,1204,251,239203,953,0
16017,1558,313,389685,1245,0
16028,2102,402,683400,1700,0
16050,595,120,57000,475,0
16053,321,54,14418,267,0
16058,1342,282,298920,1060,0
16080,160,29,3799,131,0
16085,1025,201,165624,824,0
16088,1657,315,422730,1342,0
16110,1342,282,298920,1060,0
16114,33,5,140,28,0
16122,49,8,328,41,0
16123,1296,252,263088,1044,0
16130,68,15,795,53,0
16135,1558,313,389685,1245,0
16146,1296,252,263088,1044,0
16149,865,167,116566,698,0
16150,106,19,1653,87,0
16168,405,82,26486,323,0
16170,337,74,19462,263,0
16196,145,23,2806,122,0
16212,1280,232,243136,1048,0
16214,1552,299,374647,1253,0
16227,146,34,3808,112,0
16256,1552,299,374647,1253,0
16260,362,69,20217,293,0
16279,534,102,44064,432,0
16286,395,72,23256,323,0
16302,821,171,111150,650,0
16326,568,114,51756,454,0
16332,1876,359,544603,1517,0
16338,135,30,3150,105,0
16360,273,58,12470,215,0
16367,360,66,19404,294,0
16376,1181,246,230010,935,0
16383,365,74,21534,291,0
16422,217,44,7612,173,0
16426,2102,402,683400,1700,0
16434,97,22,1650,75,0
16441,1296,252,263088,1044,0
16443,793,158,100330,635,0
16445,1025,201,165624,824,0
16496,971,184,144808,787,0
16519,360,66,19404,294,0
16546,1181,246,230010,935,0
16547,819,152,101384,667,0
16577,572,130,57460,442,0
16579,401,77,24948,324,0
16581,1583,310,394630,1273,0
16601,119,22,2134,97,0
16614,362,69,20217,293,0
16653,1657,315,422730,1342,0
16658,19,3,48,16,0
16660,821,143,96954,678,0
16664,1541,306,377910,1235,0
16670,1558,313,389685,1245,0
16685,1541,306,377910,1235,0
16698,641,131,66810,510,0
16729,1552,299,374647,1253,0
16738,571,114,52098,457,0
16740,865,167,116566,698,0
16755,274,57,12369,217,0
16765,700,128,73216,572,0
16783,85,18,1206,67,0
16789,124,28,2688,96,0
16791,932,168,128352,764,0
16794,793,158,100330,635,0
16797,373,74,22126,299,0
16820,49,8,328,41,0
16821,1262,259,259777,1003,0
16831,1829,353,521028,1476,0
16836,64,16,768,48,0
16846,17,6,66,11,0
16854,106,19,1653,87,0
16859,1552,299,374647,1253,0
16871,1657,315,422730,1342,0
16875,1583,310,394630,1273,0
16879,194,39,6045,155,0
16883,714,137,79049,577,0
16898,1331,255,274380,1076,0
16921,1541,306,377910,1235,0
16924,821,171,111150,650,0
16930,194,39,6045,155,0
16934,950,193,146101,757,0
16938,110,27,2241,83,0
16941,97,22,1650,75,0
16943,771,137,86858,634,0
16955,620,121,60379,499,0
16985,1657,315,422730,1342,0
16994,1829,353,521028,1476,0
16996,1078,198,174240,880,0
17012,836,151,103435,685,0
17016,112,18,1692,94,0
17028,1078,198,174240,880,0
17030,1181,246,230010,935,0
17053,323,55,14740,268,0
17054,252,45,9315,207,0
17061,85,18,1206,67,0
17065,620,121,60379,499,0
17069,1204,251,239203,953,0
17076,463,83,31540,380,0
17114,1411,281,317530,1130,0
17124,793,158,100330,635,0
17127,551,102,45798,449,0
17151,1296,252,263088,1044,0
17162,415,75,25500,340,0
17163,1934,345,548205,1589,0
17175,217,44,7612,173,0
17179,1262,259,259777,1003,0
17197,1829,353,521028,1476,0
17208,164,34,4420,130,0
17213,1331,255,274380,1076,0
17216,548,102,45492,446,0
17248,105,22,1826,83,0
17252,1829,353,521028,1476,0
17257,1934,345,548205,1589,0
17259,273,58,12470,215,0
17265,1876,359,544603,1517,0
17268,1280,232,243136,1048,0
17275,778,163,100245,615,0
17276,1025,201,165624,824,0
17293,572,130,57460,442,0
17299,971,184,144808,787,0
17301,2102,402,683400,1700,0
17302,641,131,66810,510,0
17312,1411,281,317530,1130,0
17323,950,193,146101,757,0
17329,836,151,103435,685,0
17336,324,67,17219,257,0
17348,1296,252,263088,1044,0
17361,821,171,111150,650,0
17379,273,58,12470,215,0
17406,1078,198,174240,880,0
17410,620,121,60379,499,0
17434,137,25,2800,112,0
17443,1204,251,239203,953,0
17457,976,180,143280,796,0
17473,572,130,57460,442,0
17489,932,168,128352,764,0
17491,380,76,23104,304,0
17515,595,121,57354,474,0
17516,1296,252,263088,1044,0
17526,1181,246,230010,935,0
17530,700,128,73216,572,0
17531,160,29,3799,131,0
17532,595,121,57354,474,0
17541,535,94,41454,441,0
17546,49,9,360,40,0
17568,821,171,111150,650,0
17583,2102,402,683400,1700,0
17584,405,82,26486,323,0
17587,282,50,11600,232,0
17591,463,83,31540,380,0
17604,42,5,185,37,0
17615,1296,252,263088,1044,0
17645,362,69,20217,293,0
17652,971,184,144808,787,0
17654,463,83,31540,380,0
17666,836,151,103435,685,0
17678,305,70,16450,235,0
17711,18,5,65,13,0
17715,552,113,49607,439,0
17740,660,133,69928,527,0
17774,337,74,19462,263,0
17785,535,94,41454,441,0
17790,2102,402,683400,1700,0
17814,185,36,5364,149,0
17852,1204,251,239203,953,0
17862,714,137,79049,577,0
17883,1829,353,521028,1476,0
17885,105,15,1350,90,0
17903,1296,252,263088,1044,0
17904,819,152,101384,667,0
17927,198,43,6665,155,0
17930,865,167,116566,698,0
17937,2102,402,683400,1700,0
17962,1331,255,274380,1076,0
17966,714,137,79049,577,0
17985,1025,201,165624,824,0
17989,572,130,57460,442,0
17998,70,15,825,55,0
18002,568,114,51756,454,0
18021,273,58,12470,215,0
18052,971,184,144808,787,0
18079,1296,252,263088,1044,0
18080,61,8,424,53,0
18084,1342,282,298920,1060,0
18091,2102,402,683400,1700,0
18094,360,66,19404,294,0
18095,252,45,9315,207,0
18100,305,70,16450,235,0
18108,865,167,116566,698,0
18118,700,128,73216,572,0
18139,548,102,45492,446,0
18147,1541,306,377910,1235,0
18148,1078,198,174240,880,0
18158,385,71,22294,314,0
18160,365,74,21534,291,0
18163,660,133,69928,527,0
18187,1342,282,298920,1060,0
18196,337,74,19462,263,0
18226,360,66,19404,294,0
18229,819,152,101384,667,0
18236,1411,281,317530,1130,0
18290,1657,315,422730,1342,0
18308,1342,282,298920,1060,0
18385,950,193,146101,757,0
18389,1657,315,422730,1342,0
18423,836,151,103435,685,0
18427,443,85,30430,358,0
18431,1657,315,422730,1342,0
18441,821,143,96954,678,0
18444,1342,282,298920,1060,0
18445,535,94,41454,441,0
18452,305,70,16450,235,0
18458,1541,306,377910,1235,0
18481,950,193,146101,757,0
18499,1262,259,259777,1003,0
18504,97,22,1650,75,0
18508,1934,345,548205,1589,0
18520,836,151,103435,685,0
18522,89,15,1110,74,0
18537,620,121,60379,499,0
18541,516,103,42539,413,0
18563,1025,201,165624,824,0
18566,539,101,44238,438,0
18567,1876,359,544603,1517,0
18584,1331,255,274380,1076,0
18613,1411,281,317530,1130,0
18618,495,87,35496,408,0
18619,821,171,111150,650,0
18643,88,17,1207,71,0
18695,1876,359,544603,1517,0
18698,1541,306,377910,1235,0
18699,1078,198,174240,880,0
18702,2102,402,683400,1700,0
18710,443,85,30430,358,0
18716,198,43,6665,155,0
18717,337,74,19462,263,0
18720,415,75,25500,340,0
18721,1204,251,239203,953,0
18726,819,152,101384,667,0
18743,1558,313,389685,1245,0
18765,1657,315,422730,1342,0
18772,1876,359,544603,1517,0
18773,1657,315,422730,1342,0
18792,1558,313,389685,1245,0
18808,120,24,2304,96,0
18819,273,58,12470,215,0
18823,14,4,40,10,0
18828,20,3,51,17,0
18833,1657,315,422730,1342,0
18847,767,144,89712,623,0
18860,52,10,420,42,0
18861,950,193,146101,757,0
18863,1296,252,263088,1044,0
18911,819,152,101384,667,0
18915,539,101,44238,438,0
18935,106,19,1653,87,0
18937,620,121,60379,499,0
18950,107,19,1672,88,0
18970,324,67,17219,257,0
19006,595,121,57354,474,0
19008,35,5,150,30,0
19013,102,20,1640,82,0
19019,1204,251,239203,953,0
19024,1583,310,394630,1273,0
19037,1342,282,298920,1060,0
19048,932,168,128352,764,0
19055,1296,252,263088,1044,0
19056,1583,310,394630,1273,0
19066,821,171,111150,650,0
19104,1934,345,548205,1589,0
19107,1558,313,389685,1245,0
19121,273,58,12470,215,0
19122,463,83,31540,380,0
19127,1262,259,259777,1003,0
19174,7,2,10,5,0
19186,134,30,3120,104,0
19189,497,97,38800,400,0
19209,2102,402,683400,1700,0
19228,971,184,144808,787,0
19232,568,114,51756,454,0
19236,821,171,111150,650,0
19239,107,19,1672,88,0
19241,1829,353,521028,1476,0
19257,660,133,69928,527,0
19267,7,1,6,6,0
19270,571,114,52098,457,0
19296,641,131,66810,510,0
19303,641,131,66810,510,0
19304,1876,359,544603,1517,0
19315,641,131,66810,510,0
19317,2102,402,683400,1700,0
19326,641,131,66810,510,0
19340,1829,353,521028,1476,0
19367,1876,359,544603,1517,0
19368,324,67,17219,257,0
19376,595,120,57000,475,0
19384,366,70,20720,296,0
19387,551,102,45798,449,0
19390,1331,255,274380,1076,0
19396,20,3,51,17,0
19405,700,128,73216,572,0
19410,373,74,22126,299,0
19419,186,35,5285,151,0
19491,207,41,6806,166,0
19496,771,137,86858,634,0
19504,976,180,143280,796,0
19506,107,18,1602,89,0
19509,1657,315,422730,1342,0
19524,155,35,4200,120,0
19529,1583,310,394630,1273,0
19537,971,184,144808,787,0
19549,122,22,2200,100,0
19573,32,7,175,25,0
19575,104,16,1408,88,0
19590,950,193,146101,757,0
19601,164,34,4420,130,0
19605,1280,232,243136,1048,0
19606,337,74,19462,263,0
19616,54,14,560,40,0
19619,516,103,42539,413,0
